GEOID,2020_eviction,2021_eviction,2022_eviction,2023_eviction,own_occ_rate,corp_own_rate,median_yearbuilt,median_price,median_prslpr,mortgage,median_totrooms,median_bathrooms,median_bedrooms,median_lotsize,median_intersf,median_flip_horizon,median_price_diff,median_price_diff_pch,median_lasqbin,mean_month_horizon,buyer_llc_ind_sum,buyer_bus_ind_sum,buyer_trst_ind_sum,buyer_bnk_ind_sum,buyer_gse_ind_sum,buyer_gov_ind_sum,seller_llc_ind_sum,seller_llp_ind_sum,seller_bus_ind_sum,seller_trst_ind_sum,seller_bnk_ind_sum,seller_gse_ind_sum,seller_gov_ind_sum,flip_ind_sum,buy_side_flip_sum,sell_side_flip_sum,restype_R1F_sum,sum_institutional_investor,sum_large_investor,sum_medium_investor,sum_non_investor,sum_small_investor,sum_non_small_llc_investor,sum_small_llc_investor,count_1.FAM.RES,count_2.FAM.RES,count_3.FAM.RES,count_CONDOMINIUM,count_RES.DEV.LAND,percent_owners,num_sales_transactions,years,pop,male,female,pop_u18,pop_18_64,pop_65o,nhwhi,nhaa,nhna,nhas,nhpi,nhoth,nhmlt,lat,fam,hh,fhh,fhh2,fhh3,fhh4,fhh5,fhh6,fhh7o,nfhh,nfhh1,nfhh2,nfhh3,nfhh4,nfhh5,nfhh6,nfhh7o,acs_year,mhi,mhi_me,o_mhi,o_mhi_me,r_mhi,r_mhi_me,units,units_me,own_units,rent_units,median_rent,median_rent_me
25025082000,17,12,48,33,0.4484451718494271,0.1800327332242225,1900,280000,40750,219610,10,2,4,3695,2735,388,-46625,-14.72,2750.5,8,17,6,22,20,8,0,12,0,6,30,38,1,9,31,33,31,22,40,10,9,194,13,233,33,22,79,41,84,1,39.5,266,2010,2815,1261,1554,703,1774,338,52,2087,9,19,1,47,66,534,695,1158,695,259,194,132,57,29,24,463,404,47,6,3,3,0,0,2007-11,33148,22362,68929,8534,16773,10303,1432,113.9394,556,729,1066,138.7879
25025082100,33,73,121,140,0.3815461346633416,0.3042394014962593,1925,303500,34000,228000,10,2,5,5982,3698,570,-42404,-12.83,3700.5,13,10,7,12,16,3,0,12,0,24,19,28,1,3,25,27,25,14,34,9,8,135,12,173,25,14,56,37,59,2,42.4,198,2010,5025,2122,2903,1581,2989,455,62,3093,21,32,1,44,111,1661,1265,2035,1265,471,338,239,124,58,35,770,698,56,12,3,1,0,0,2007-11,21585,7049,81450,30512,17524,4557,2368,170.303,391,1810,638,90.30303
25025090100,42,37,56,78,0.4170040485829959,0.1673414304993252,1910,292000,120000,225000,13,3,6,3848,3492,543,-35682.5,-9.59,3550.5,10,34,8,27,42,6,0,21,0,30,30,76,4,3,68,74,68,19,75,23,27,309,23,390,67,19,122,193,71,1,31.9,457,2010,4571,2040,2531,1312,2854,405,86,3231,28,30,1,51,115,1029,1099,1681,1099,337,316,221,131,58,36,582,473,75,18,7,8,0,1,2007-11,34153,6441,71450,16125,26939,5585,2195,186.0606,232,1770,1318,230.303
25025090200,28,18,15,49,0.3374233128834356,0.2361963190184049,1910,287377,100000,195000,12,3,6,3795,2900,519,0,0,3000.5,9,18,8,17,15,3,0,21,0,26,42,33,2,3,43,47,43,6,42,3,14,159,13,199,32,6,55,70,35,12,32.5,231,2010,2233,1012,1221,775,1289,169,40,1176,5,45,0,53,49,865,535,772,535,143,153,116,65,33,25,237,195,26,9,2,3,2,0,2007-11,18883,3697,69583,68788,17350,3056,798,39.39394,128,602,957,35.15152
25025090300,30,37,28,80,0.3511705685618729,0.2006688963210702,1905,239000,34900,169400,12,3,6,3400,3393,632,-20250,-7.26,3450.5,11,21,7,20,15,6,1,40,0,6,39,31,4,7,38,41,38,11,33,12,23,228,17,278,35,11,49,127,59,2,42.2,313,2010,3179,1386,1793,1079,1898,202,47,1854,8,19,1,73,95,1082,829,1123,829,257,248,168,92,46,18,294,242,33,14,3,1,0,1,2007-11,17068,6603,62177,18062,14146,4378,1274,98.18182,337,798,1063,187.2727
25025090400,18,16,18,38,0.3561797752808989,0.147191011235955,1905,230000,93070,126730,8,2,4,2712,2152,417.5,-19877.5,-10,2350.5,9,32,19,29,48,17,0,43,0,45,51,93,9,12,100,104,100,72,119,16,34,369,32,492,78,72,85,147,147,8,38.1,570,2010,3659,1726,1933,1151,2233,275,89,1900,18,32,2,236,177,1205,850,1148,850,193,232,187,118,71,49,298,233,47,7,6,3,1,1,2007-11,35093,6704,89605,32688,29630,11665,1525,102.4242,626,762,1040,151.5152
25025090600,9,9,14,13,0.3233532934131736,0.1586826347305389,1899,260299,48000,154275,8,2,4,2369,2330,485,-26387.5,-9.09,2350.5,10,17,7,19,23,9,0,15,0,12,30,39,8,0,36,35,36,18,40,7,13,151,9,186,34,18,51,56,52,3,40,220,2010,2348,1093,1255,653,1465,230,93,916,8,36,3,605,195,492,560,720,560,140,172,119,64,35,30,160,120,30,4,3,1,1,1,2007-11,50167,11878,54087,36609,36442,22731,938,77.57576,254,598,1381,53.93939
25025090700,10,39,33,58,0.399859943977591,0.2086834733893557,1905,288000,0,218000,5,2,2,1307,1251,767,25502.5,12.35,1250.5,10,37,8,25,10,7,0,81,0,13,40,21,6,1,72,76,72,40,33,15,42,511,34,589,46,40,46,116,384,2,33.1,635,2010,4275,2209,2066,634,3114,527,2597,370,10,747,0,72,100,379,839,1832,839,331,219,155,72,42,20,993,628,248,74,31,8,2,2,2007-11,38789,8626,67417,18814,33902,5992,1935,96.36364,572,1060,1536,263.6364
25025090901,40,29,45,45,0,0.3666666666666666,2005,1397015,1250000,0,0,0,0,94424,201924,324,447015,47.05,201950.5,5,4,0,0,0,0,0,2,0,2,1,0,0,0,2,2,2,0,0,0,0,2,3,1,4,NA,NA,NA,NA,NA,40,5,2010,3730,1799,1931,585,2968,177,1400,659,10,742,5,62,84,768,654,1540,654,290,179,97,52,18,18,886,396,287,88,105,8,2,0,2007-11,25523,7445,0,0,25523,7445,1597,70.90909,4,1322,2079,74.54546
25025091001,6,10,18,22,0.432512315270936,0.1743842364532019,1910,263732.5,28250,184500,5,1,2,1168,1142.5,942,33000,14.55,1150.5,11,18,6,24,13,5,0,20,0,56,42,21,5,1,57,63,57,59,30,21,25,442,28,516,30,59,44,48,348,3,35.5,546,2010,2742,1366,1376,460,1951,331,1599,298,0,517,2,32,82,212,555,1236,555,242,139,89,40,24,21,681,487,139,37,11,6,1,0,2007-11,63938,15944,101375,18816,31008,14542,1605,124.8485,540,814,1807,108.4848
25025091100,9,14,11,14,0.49768875192604,0.1540832049306625,1905,293000,0,230400,6,2,3,1384,1334,878,20500,5.13,1350.5,11,10,8,26,16,5,0,59,0,13,70,36,1,0,60,64,60,87,31,17,31,563,47,668,21,87,65,132,373,1,36,689,2010,4861,2502,2359,920,3537,404,2260,597,16,1215,0,130,177,466,1003,1792,1003,310,273,194,111,55,60,789,470,210,65,30,12,2,0,2007-11,63944,19582,105625,20488,42419,11424,2141,151.5152,906,1057,1797,98.78788
25025091200,9,9,13,20,0.5098814229249012,0.1646903820816864,1905,263155,37750,213350,6,1,3,1422.5,1314,739,22477.5,9.89,1350.5,11,10,7,13,12,6,0,16,0,13,25,24,4,0,42,43,42,43,26,12,12,308,16,350,24,43,29,68,216,0,31.3,374,2010,3234,1642,1592,750,2235,249,981,762,5,196,5,390,198,697,634,1160,634,210,148,120,94,33,29,526,351,129,27,9,5,3,2,2007-11,66463,10452,69545,46386,65625,22012,1301,103.0303,483,758,1213,98.18182
25025091300,16,14,11,30,0.4045174537987679,0.1806981519507187,1905,270603.5,0,158000,6,2,3,2472.5,1752,817,25000,10.79,1900.5,11,15,14,11,13,9,0,33,0,13,29,28,5,5,28,32,28,45,45,10,15,210,10,264,26,45,47,55,83,3,42.4,290,2010,2499,1206,1293,710,1604,185,165,869,6,81,1,644,201,532,577,790,577,130,155,121,95,40,36,213,170,31,5,3,4,0,0,2007-11,30691,2560,31429,31663,30175,6423,933,68.48485,285,558,990,157.5758
25025091400,19,16,12,42,0.4288288288288288,0.1765765765765765,1910,220000,70500,152000,7,2,3,3183,1698,367,3098,1.08,1650.5,9,11,12,8,19,3,0,22,0,34,16,38,3,2,32,33,32,71,30,12,8,217,8,246,29,71,56,33,73,1,46.9,275,2010,2741,1304,1437,717,1812,212,196,1267,6,26,1,262,181,802,611,879,611,179,168,116,86,32,30,268,229,21,11,3,2,1,1,2007-11,27708,10632,52333,17716,18681,6171,1166,93.93939,458,629,1065,161.8182
25025091500,25,16,16,30,0.5,0.1217672413793103,1905,271500,87000,200000,8,2,4,2345,1944,561,-40000,-14.72,2050.5,9,36,22,34,48,12,0,60,0,31,69,96,8,3,95,101,95,31,105,27,40,457,36,586,79,31,87,208,298,4,30.5,665,2010,4370,2094,2276,1183,2815,372,407,1735,8,202,0,749,352,917,987,1470,987,243,262,220,129,64,69,483,366,89,18,6,1,2,1,2007-11,41810,5960,72031,15605,31571,6775,1802,100.6061,689,922,1340,124.8485
25025091600,19,15,22,17,0.3898550724637681,0.2057971014492753,1905,250000,97500,178500,6,2,3,2333,1796,679.5,7000,2.89,1850.5,11,17,14,17,25,16,0,25,0,20,52,52,14,2,67,72,67,59,64,15,20,365,35,463,36,59,46,149,204,0,27.3,499,2010,3138,1508,1630,855,2038,245,385,1015,9,805,0,263,175,486,704,1043,704,182,169,147,118,48,40,339,263,55,14,4,0,1,2,2007-11,38116,5953,90500,24387,26415,10326,1176,76.9697,252,782,1363,114.5455
25025091700,9,15,25,22,0.4759259259259259,0.1148148148148148,1905,275000,135000,209950,11,3,5,3363,2919,607,-40000,-13.01,2950.5,10,37,16,36,41,6,0,25,0,24,43,85,3,11,80,82,80,29,81,35,23,328,38,428,77,29,58,211,161,7,31.3,505,2010,3069,1450,1619,902,1981,186,200,1440,10,127,0,456,204,632,711,917,711,154,193,159,108,53,44,206,141,40,11,10,3,0,1,2007-11,46807,5550,76250,24537,43138,8348,1118,83.63636,405,574,1661,121.8182
25025091800,18,18,24,21,0.4560906515580736,0.1430594900849858,1905,275000,128900,200200,12,3,6,3408.5,3038.5,460.5,1742.5,0.775,3050.5,10,25,15,31,39,10,0,28,0,34,55,71,6,10,98,104,98,62,68,29,21,335,29,426,56,62,69,222,67,8,31.1,482,2010,3452,1589,1863,1023,2112,317,132,1798,14,59,0,524,212,713,793,1042,793,191,191,177,122,55,57,249,190,34,13,9,0,1,2,2007-11,55473,14134,85845,27304,29128,17863,1359,104.8485,355,920,1450,146.6667
25025091900,20,20,52,61,0.4322916666666667,0.1158854166666666,1900,270000,115000,200749,10,2,5,3491,2460,483,-1000,-0.685,2450.5,10,18,20,21,38,11,0,14,0,31,20,67,4,3,61,64,61,74,69,15,23,291,15,359,54,74,93,96,82,10,30,413,2010,3860,1743,2117,1167,2406,287,94,2699,17,12,0,97,117,824,920,1244,920,223,251,218,118,61,49,324,270,34,9,7,1,2,1,2007-11,35144,9958,61912,17596,28900,7894,1557,112.7273,593,762,1489,138.1818
25025092000,21,23,44,47,0.5057339449541285,0.1192660550458715,1905,295000,133000,211125,12,2,6,3437.5,2886,591,-20450,-6.255,2950.5,10,22,17,34,49,15,0,30,0,22,57,93,11,6,77,89,77,100,95,41,27,382,39,518,66,100,152,204,92,3,31.7,584,2010,4945,2421,2524,1292,3208,445,258,2676,11,467,4,220,258,1051,1095,1532,1095,288,241,233,166,89,78,437,319,73,21,8,9,4,3,2007-11,44796,4998,67440,9749,32934,4708,1902,110.9091,624,1150,1615,165.4545
25025092101,22,19,47,48,0.4765177548682703,0.1672394043528064,1905,265000,82500,199200,5,2,3,1520,1266,732,0,0,1250.5,10,58,24,53,54,26,1,97,0,38,105,103,18,6,136,146,136,181,122,31,57,847,68,1027,98,181,133,148,585,1,32.3,1125,2010,6451,3116,3335,1550,4279,622,1906,1413,10,2026,3,181,223,689,1409,2252,1409,414,369,315,156,82,73,843,621,155,40,13,8,3,3,2007-11,48700,10519,82168,19075,31211,10004,2996,264.2424,1177,1578,1411,149.697
25025092200,14,8,16,24,0.6047381546134664,0.1172069825436409,1905,315500,120000,221000,9,2,4,3772,2382.5,838,-2501,-1.78,2450.5,8,22,15,5,27,12,0,20,0,20,25,54,10,1,52,63,52,140,63,18,20,347,32,431,49,140,80,70,159,5,33.8,480,2010,3349,1625,1724,783,2267,299,740,1417,15,542,0,90,123,422,753,1134,753,214,194,153,100,55,37,381,247,99,19,6,7,2,1,2007-11,45848,8994,112188,44350,31655,6144,1171,92.12122,589,537,1342,103.6364
25025092300,15,18,29,32,0.4764991896272285,0.1539708265802269,1905,254950,132000,192025,11,3,6,3665.5,2820.5,488,-45967,-14.065,2850.5,8,25,7,26,40,13,0,20,0,41,38,71,10,6,53,56,53,72,83,20,14,290,13,364,56,72,61,172,61,2,29.3,420,2010,2893,1294,1599,842,1793,258,47,2222,5,21,0,41,99,458,686,956,686,181,186,148,82,59,30,270,207,39,14,6,4,0,0,2007-11,36765,6530,60833,45441,32804,5234,1170,76.9697,437,630,1702,172.7273
25025092400,47,32,70,100,0.3962732919254658,0.2198757763975155,1905,265000,105000,193500,11,3,5,3829,2998,374,-25055,-7.97,3050.5,9,33,19,39,49,16,0,36,0,41,60,99,11,7,86,95,86,30,114,17,40,328,32,455,76,30,71,186,164,13,30.9,531,2010,5277,2342,2935,1635,3215,427,56,3470,32,43,0,60,146,1470,1317,1873,1317,424,331,267,185,56,54,556,456,80,13,4,3,0,0,2007-11,26207,11813,54250,11504,21920,4969,2272,160.6061,432,1667,1067,255.1515
25025100100,19,22,38,70,0.4483159117305458,0.1579558652729384,1920,249950,68000,161598.5,8,2,4,3878,2496,420,2712,0.875,2650.5,9,33,19,28,30,19,0,43,0,27,50,57,12,8,66,68,66,64,75,15,15,337,30,411,61,64,75,135,105,7,36.7,472,2010,5510,2330,3180,1759,3261,490,57,3542,17,48,4,112,127,1603,1328,1895,1328,390,359,270,175,64,70,567,493,51,13,5,4,1,0,2007-11,22375,9606,77143,47808,17571,3101,2257,130.9091,515,1585,1320,231.5152
25025100200,15,16,29,33,0.4448,0.1472,1915,225000,73000,147070,7,2,3,3800,1691,442,762.5,0.27,1750.5,10,27,18,36,26,15,1,23,0,45,36,56,6,14,84,88,84,78,71,21,13,302,26,381,52,78,68,100,120,8,35.6,433,2010,2787,1217,1570,820,1753,214,37,2185,4,27,0,49,72,413,711,905,711,188,205,162,96,28,32,194,156,30,5,1,1,0,1,2007-11,41898,11258,71591,18645,34976,4836,1136,88.48485,547,521,1740,47.87879
25025100300,12,23,24,28,0.5281173594132029,0.10880195599022,1905,275000,110000,209000,10,2,5,4143,2333,455,-13550,-5.13,2350.5,9,17,11,27,47,5,0,19,0,23,50,90,2,7,63,71,63,98,82,18,12,337,14,404,59,98,112,114,98,8,31.7,463,2010,3303,1476,1827,917,2064,322,120,2643,7,23,0,65,93,352,826,1121,826,237,233,175,101,49,31,295,236,47,5,6,0,0,1,2007-11,45685,7104,64688,19457,30455,16206,1386,105.4545,611,732,1807,84.24242
25025100400,11,28,40,45,0.6399604352126608,0.0979228486646884,1915,296727.5,134500,233950,8,2,4,4196,2329,635.5,-42124,-12.53,2350.5,11,33,13,33,43,10,1,17,0,23,46,81,7,2,77,82,77,128,71,26,20,422,31,497,73,128,153,124,146,1,40.4,570,2010,4865,2171,2694,1159,3153,553,557,3320,19,233,0,110,169,457,1199,1695,1199,403,320,235,147,54,40,496,390,79,15,8,0,1,3,2007-11,52930,16901,90662,15252,31295,15837,2062,161.2121,962,971,1600,180
25025100500,34,34,39,62,0.4548083875632682,0.1634128705712219,1905,285000,122500,216000,8,2,4,3076,2171,621.5,-8000,-2.73,2250.5,11,53,28,34,40,24,1,65,0,37,55,84,20,14,135,147,135,146,114,40,49,597,52,768,84,146,102,209,302,10,34.6,852,2010,5989,2820,3169,1551,3866,572,796,3317,14,572,1,115,206,968,1449,2174,1449,465,394,303,150,74,63,725,544,139,23,14,2,2,1,2007-11,46605,5203,87143,65242,33257,14401,2737,231.5152,914,1646,1480,173.9394
25025100601,11,18,20,19,0.5650406504065041,0.1056910569105691,1912,244500,76500,193500,6,1,3,1180,1173,801,3805,2.27,1150.5,9,25,14,22,43,25,1,49,0,52,74,76,18,3,110,119,110,144,96,20,42,741,54,886,67,144,137,87,567,0,29.1,953,2010,5154,2534,2620,1148,3509,497,2102,1418,8,839,2,174,133,478,1162,2028,1162,397,302,236,128,50,49,866,615,210,31,5,4,1,0,2007-11,53616,4895,82929,18202,46004,8779,2242,141.2121,891,1196,1711,69.69697
25025100603,3,4,6,2,0.4733333333333333,0.16,1920,266500,0,202200,5,2,2,1746,1334,728,7000,2.84,1350.5,11,31,10,12,7,3,1,83,0,27,42,15,4,0,46,49,46,81,24,6,19,387,21,419,38,81,63,25,244,2,37.2,457,2010,1904,938,966,371,1231,302,1314,235,1,160,1,20,44,129,384,754,384,147,95,75,45,13,9,370,263,82,15,8,2,0,0,2007-11,63594,22450,86125,18282,39811,19241,911,73.93939,556,298,1702,89.09091
25025100700,2,5,7,6,0.6247531270572745,0.1026991441737985,1925,290000,0,232000,6,2,3,3303,1392,1020.5,35000,14.36,1350.5,12,13,4,30,11,6,0,20,0,13,37,25,4,1,46,50,46,236,39,16,21,583,26,663,22,236,122,29,267,2,44.4,685,2010,4322,2092,2230,874,2759,689,3847,152,5,167,0,16,34,101,1003,1873,1003,403,249,191,110,34,16,870,651,184,31,4,0,0,0,2007-11,68467,6561,83750,15903,53462,17839,2016,108.4848,973,819,1214,147.2727
25025100800,16,16,22,59,0.6346389228886169,0.1034271725826193,1920,299000,69000,222800,6,2,3,3290,1547,976.5,30000,10.86,1550.5,10,27,17,23,15,7,0,68,0,33,44,34,7,1,72,78,72,282,48,21,21,766,31,842,45,282,147,41,377,1,38.9,887,2010,5546,2648,2898,1057,3704,785,2896,1364,15,614,1,62,182,412,1216,2524,1216,513,299,208,122,47,27,1308,1006,253,33,10,1,4,1,2007-11,60813,15378,98879,12089,35938,16656,2941,200,1292,1562,1483,82.42424
25025100900,6,15,21,17,0.6484375,0.1203125,1925,269950,110000,212925,6,2,3,4492,1530,636.5,9050,6.34,1550.5,10,28,13,24,27,10,0,28,0,19,70,59,4,0,72,77,72,238,55,16,26,445,26,515,53,238,114,34,140,2,40.3,568,2010,4072,1887,2185,880,2780,412,933,2342,0,278,0,56,113,350,996,1610,996,343,302,187,84,44,36,614,482,112,16,3,0,0,1,2007-11,56125,6913,68889,6099,40330,13927,1817,107.8788,1086,583,1653,212.7273
25025101001,41,31,64,61,0.5291170945522855,0.0814026299311208,1931,235000,79000,191500,7,2,3,4200,1530,655.5,-850.5,-0.265,1550.5,11,29,19,30,42,9,0,41,0,23,43,82,6,2,75,84,75,338,71,14,12,522,19,571,67,338,116,25,101,5,44.8,638,2010,5480,2463,3017,1223,3529,728,133,4551,18,13,0,44,127,594,1411,2127,1411,519,395,254,139,56,48,716,619,77,13,5,1,1,0,2007-11,62446,18697,87000,18989,26295,13781,2610,163.6364,972,1297,1535,92.72727
25025101002,21,16,77,105,0.6311207834602829,0.0729053318824809,1935,273461,67000,211875,8,2,4,5006,1800,510,-19026,-6.295,1850.5,9,13,9,17,30,4,0,12,0,17,37,50,3,3,50,53,50,169,52,9,8,317,11,353,44,169,161,18,11,6,41.8,397,2010,4979,2175,2804,1193,3052,734,201,3834,19,53,0,47,132,693,1269,1968,1269,503,357,218,110,51,30,699,618,69,9,2,1,0,0,2007-11,36128,3760,107985,24594,30745,7914,2358,175.1515,651,1677,1140,128.4848
25025101101,13,13,32,32,0.5596026490066225,0.0960264900662251,1920,274950,60475,217525,11,2,5,4376.5,2692,532,16882.5,7.545,2750.5,10,26,13,26,24,4,0,30,0,28,36,44,2,2,61,62,61,48,51,16,14,262,25,325,43,48,125,84,57,10,40.2,368,2010,3155,1457,1698,901,1921,333,29,2532,7,2,0,10,96,479,788,1048,788,212,224,178,98,45,31,260,203,41,8,3,4,1,0,2007-11,58672,13695,59219,14397,54453,39138,1305,89.09091,496,704,1855,142.4242
25025101102,27,34,63,61,0.4393139841688654,0.1332453825857519,1905,288000,79000,221000,9,2,4,3589,2974,631,7020,1.96,3050.5,10,27,20,18,25,6,1,30,0,41,29,45,2,8,72,79,72,55,67,29,19,354,22,446,45,55,50,181,144,5,35,491,2010,4396,1992,2404,1233,2704,459,54,3692,15,24,3,3,84,521,1083,1511,1083,325,293,232,138,58,37,428,334,52,27,11,2,1,1,2007-11,32854,9266,50391,14653,27500,7866,1920,118.7879,520,1223,1557,114.5455
25025110201,6,17,33,31,0.561965811965812,0.1282051282051282,1945,269500,94750,201096,6,2,3,4771.5,1549,731,15000,7.24,1550.5,8,5,3,10,13,2,0,7,0,11,14,25,1,1,27,28,27,101,19,11,11,185,10,221,15,101,36,14,61,3,39,236,2010,2051,943,1108,492,1362,197,411,795,13,42,0,15,41,734,523,815,523,191,154,98,50,20,10,292,235,44,9,2,1,0,1,2007-11,54263,6849,85956,32222,27850,10150,949,62.42424,394,511,1150,213.9394
25025110301,4,2,8,5,0.6172450052576236,0.103049421661409,1938,280000,85000,220000,6,2,3,4000,1310,916,29000,12.09,1350.5,8,13,7,16,11,1,0,47,0,11,33,26,2,1,48,42,48,204,17,11,15,411,15,444,25,204,68,13,165,0,46.7,469,2010,2405,1105,1300,560,1636,209,955,602,13,60,0,19,64,692,589,898,589,199,152,137,61,22,18,309,221,75,6,5,1,0,1,2007-11,72159,19524,86750,24547,67543,20035,1061,62.42424,780,225,1498,202.4242
25025110401,6,6,16,12,0.6299603174603174,0.1051587301587301,1920,276500,97500,216000,6,2,3,1802,1725,879.5,22500,8.33,1750.5,9,26,9,16,19,3,1,42,0,19,39,36,2,2,46,48,46,107,38,12,20,402,11,437,46,107,68,32,255,1,35.4,483,2010,3566,1663,1903,868,2382,316,1117,945,5,92,5,14,79,1309,908,1285,908,294,277,191,78,40,28,377,257,101,10,9,0,0,0,2007-11,48750,20476,82396,14862,32250,12453,1522,98.78788,637,852,1703,67.87878
25025110403,2,8,9,4,0.7199444058373871,0.064628214037526,1931,305000,117000,240000,6,2,3,4216,1450,948.5,26000,9.83,1450.5,11,17,15,17,21,18,1,33,2,25,32,47,9,1,75,77,75,343,59,9,15,643,29,715,40,343,107,17,265,3,41.7,755,2010,4309,1953,2356,912,2877,520,2148,895,10,110,4,46,94,1002,1064,1675,1064,368,300,219,116,32,29,611,460,125,17,5,3,0,1,2007-11,65417,10282,93897,8006,31696,5966,1960,94.54546,1370,557,1841,143.0303
25025110501,0,3,2,1,0.7093023255813954,0.0822898032200357,1920,350000,15000,275000,7,2,3,4468,1686,1268.5,52000,18.65,1650.5,13,1,2,7,2,0,0,19,0,3,22,5,0,0,25,25,25,255,5,4,6,424,16,451,4,255,70,11,111,0,41.8,455,2010,3253,1547,1706,685,2149,419,2299,321,1,91,0,10,70,461,824,1300,824,325,216,179,70,19,15,476,338,117,15,3,1,0,2,2007-11,77201,11244,93810,26750,67679,32300,1411,88.48485,866,523,2010,169.697
25025110502,2,5,14,5,0.5781600598354525,0.1039640987284966,1920,308500,75500,237500,6,2,3,3500,1530,1038,26000,11.76,1550.5,10,16,7,23,19,6,0,42,0,15,36,38,4,2,58,62,58,213,43,10,13,586,23,641,34,213,115,32,280,3,37.6,675,2010,3806,1811,1995,762,2588,456,2070,625,5,113,0,29,88,876,901,1580,901,324,250,200,80,29,18,679,507,146,18,4,2,2,0,2007-11,53789,7346,92786,19401,38296,2923,1882,164.8485,768,1019,1703,117.5758
25025110601,1,4,0,0,0.8013120899718837,0.0524835988753514,1938,407250,165250,299050,7,2,3,6107.5,1632,1088,64000,14.79,1650.5,13,1,1,10,3,1,0,1,0,1,22,5,1,0,28,30,28,359,5,3,11,380,11,408,2,359,18,0,27,2,43.4,410,2010,2969,1301,1668,520,1545,904,2580,76,7,131,1,13,39,122,690,1235,690,318,160,128,62,14,8,545,459,75,9,1,0,1,0,2007-11,89931,15083,103880,13525,48750,18674,1461,116.9697,1096,331,3501,NA
25025110607,2,2,5,7,0.6152647975077882,0.1121495327102803,1920,330000,0,256000,6,2,3,3000,1448,1127,34500,11.75,1450.5,13,8,6,4,4,2,1,32,0,5,54,12,1,2,49,53,49,276,11,3,9,708,22,739,14,276,90,15,359,0,39.6,753,2010,5077,2283,2794,842,3254,981,4085,263,6,128,0,29,79,487,1137,2089,1137,486,301,232,87,22,9,952,722,196,21,6,4,1,2,2007-11,76414,13501,102694,18879,54250,13729,2151,137.5758,1347,652,2018,152.1212
25025120103,1,0,1,1,0.6306818181818182,0.1463068181818181,1910,530000,175000,329000,7,2,3,2066,1947,1290,48000,9.02,1950.5,14,9,3,5,0,0,0,19,0,10,15,4,0,0,18,19,18,73,3,3,1,309,7,314,9,73,24,3,215,0,39.6,323,2010,1508,696,812,271,1067,170,1270,55,1,54,0,8,43,77,367,660,367,160,116,71,17,3,0,293,188,71,18,11,5,0,0,2007-11,172852,49837,175368,27552,92500,56615,745,28.48485,536,204,2161,369.697
25025120104,1,0,2,2,0.5005793742757821,0.1077636152954808,1905,307500,54000,231000,5,1,2,1035,1015,1186,51500,16.55,1050.5,13,2,1,7,2,0,0,20,0,2,24,4,0,0,37,37,37,51,3,1,8,398,7,413,4,51,21,10,331,0,29.5,417,2010,2095,892,1203,349,1614,132,1359,150,2,126,0,8,43,407,402,1000,402,170,126,77,19,7,3,598,353,202,29,10,3,0,1,2007-11,65526,9800,76806,32626,48281,30457,1122,64.84849,567,506,1832,114.5455
25025120105,0,1,1,0,0.744346116027532,0.1140609636184857,1955,457000,152750,239375,6,2,3,5544,1602,1078,50500,17.24,1650.5,12,7,6,15,4,2,0,1,0,5,46,5,3,1,57,58,57,324,10,10,13,556,23,600,12,324,1,0,274,3,35,612,2010,2444,1062,1382,427,1458,559,1890,117,2,209,1,5,70,150,560,898,560,298,115,104,32,9,2,338,226,100,11,1,0,0,0,2007-11,168125,19036,173365,19853,46964,58534,1013,59.39394,863,118,2990,233.3333
25025120201,9,28,50,23,0.4757118927973199,0.1591289782244556,1910,282250,0,223600,5,1,2,1003,986,1137,31900,15.01,950.5,13,15,6,12,0,2,0,56,0,16,43,3,0,0,50,51,50,33,13,2,9,611,15,634,16,33,19,37,531,1,27.5,650,2010,3439,1577,1862,503,2666,270,1903,510,7,115,0,28,76,800,646,1659,646,299,192,105,30,12,8,1013,592,321,80,17,3,0,0,2007-11,64636,11485,108039,12707,50368,7069,2109,184.8485,595,1415,1813,177.5758
25025120301,9,15,17,32,0.4930139720558882,0.1423819028609447,1905,293500,0,220000,5,1,2,1236,1168,1041.5,36000,14.77,1150.5,10,18,11,26,20,4,0,92,0,35,56,43,5,2,71,70,71,72,43,19,24,699,40,788,37,72,72,79,566,1,32.8,825,2010,4795,2312,2483,862,3587,346,1908,789,9,136,0,28,104,1821,949,1784,949,343,249,186,99,35,37,835,454,242,93,35,8,3,0,2007-11,61599,9682,93558,25794,41394,13530,2129,138.1818,1038,1023,2119,107.8788
25025120400,15,20,18,15,0.5517241379310345,0.1172413793103448,1910,360000,107890,255900,5,1,2,1249,1194,1158,41000,14.1,1250.5,14,19,8,17,6,1,0,127,0,11,89,10,1,2,85,91,85,120,15,8,18,1193,20,1232,22,120,61,28,1011,2,31.1,1254,2010,5751,2631,3120,673,4448,630,4344,383,13,259,2,24,160,566,999,2710,999,506,264,156,47,18,8,1711,1069,458,101,48,16,10,9,2007-11,86587,20263,112520,11492,48438,14382,3044,188.4848,1503,1497,1887,287.8788
