GEOID,2020_eviction,2021_eviction,2022_eviction,2023_eviction,own_occ_rate,corp_own_rate,median_yearbuilt,median_price,median_prslpr,mortgage,median_totrooms,median_bathrooms,median_bedrooms,median_lotsize,median_intersf,median_flip_horizon,median_price_diff,median_price_diff_pch,median_lasqbin,mean_month_horizon,buyer_llc_ind_sum,buyer_bus_ind_sum,buyer_trst_ind_sum,buyer_bnk_ind_sum,buyer_gse_ind_sum,buyer_gov_ind_sum,seller_llc_ind_sum,seller_llp_ind_sum,seller_bus_ind_sum,seller_trst_ind_sum,seller_bnk_ind_sum,seller_gse_ind_sum,seller_gov_ind_sum,flip_ind_sum,buy_side_flip_sum,sell_side_flip_sum,restype_R1F_sum,sum_institutional_investor,sum_large_investor,sum_medium_investor,sum_non_investor,sum_small_investor,sum_non_small_llc_investor,sum_small_llc_investor,count_1.FAM.RES,count_2.FAM.RES,count_3.FAM.RES,count_CONDOMINIUM,count_RES.DEV.LAND,percent_owners,num_sales_transactions,years,pop,male,female,pop_u18,pop_18_64,pop_65o,nhwhi,nhaa,nhna,nhas,nhpi,nhoth,nhmlt,lat,fam,hh,fhh,fhh2,fhh3,fhh4,fhh5,fhh6,fhh7o,nfhh,nfhh1,nfhh2,nfhh3,nfhh4,nfhh5,nfhh6,nfhh7o,acs_year,mhi,mhi_me,o_mhi,o_mhi_me,r_mhi,r_mhi_me,units,units_me,own_units,rent_units,median_rent,median_rent_me
25025020101,1,1,5,3,0.3678779721848362,0.1973979362943023,1899,605000,244000,270000,4,1,2,805,895,1114.5,80000,16.81,850.5,12,54,12,106,1,0,0,118,0,39,132,1,0,0,123,129,123,174,9,15,24,1282,67,1340,57,174,24,12,1125,0,32.9,1397,2010,4193,1902,2291,464,3138,591,3782,26,1,186,1,19,39,139,809,2473,809,526,106,117,49,7,4,1664,1339,296,26,2,1,0,0,2007-11,94390,8390,122824,31950,79267,18303,3174,209.697,1111,1649,2581,112.7273
25025020200,2,3,18,12,0.2697318007662835,0.2130268199233716,1899,364500,182500,248000,4,1,1,620,630,1138,64000,16.29,650.5,14,31,7,36,2,2,0,44,0,24,47,2,2,2,93,92,93,53,11,6,23,863,50,921,32,53,5,1,846,0,25.7,953,2010,3649,1639,2010,155,3219,275,3039,121,3,236,0,10,66,174,429,2302,429,317,69,36,6,1,0,1873,1202,593,73,4,1,0,0,2007-11,66944,17704,119479,79461,45417,13773,2438,116.9697,548,1508,2091,91.51515
25025020301,1,4,12,7,0.1906825568797399,0.1852654387865655,1967,315000,140000,180800,3,1,1,737,737,1047,41750,13.715,750.5,11,3,1,11,1,0,0,6,0,2,33,1,0,0,30,30,30,0,1,13,16,273,20,319,4,0,0,0,313,0,44,323,2010,2023,946,1077,117,1562,344,1403,51,2,416,0,4,39,108,322,1250,322,225,61,26,7,3,0,928,766,135,24,3,0,0,0,2007-11,74000,17612,76500,50600,72188,20840,1445,111.5152,235,1010,2861,192.1212
25025020302,4,3,11,12,0.3228476821192053,0.2350993377483443,1899,530000,191000,312000,4,1,2,885,895,1162,70000,14.86,850.5,15,11,1,19,1,0,0,14,0,1,28,1,0,0,32,33,32,6,2,3,14,420,14,441,12,6,4,1,425,0,30.7,453,2010,1181,553,628,57,1055,69,1011,31,1,60,0,3,14,61,155,675,155,115,23,16,1,0,0,520,334,150,30,2,1,0,3,2007-11,93674,16208,157396,55194,64414,49799,615,21.21212,127,399,2526,141.8182
25025030100,0,2,2,1,0.2941176470588235,0.2130365659777424,1900,333250,91500,245300,3,1,1,673.5,698.5,942,55000,16.62,700.5,13,11,0,17,1,1,0,34,0,6,29,4,1,0,27,25,27,3,3,7,5,277,12,293,11,3,5,7,253,0,35.2,304,2010,1954,883,1071,62,1650,242,1818,19,0,30,2,5,12,68,196,1276,196,139,37,14,6,0,0,1080,737,296,39,7,1,0,0,2007-11,55278,11858,80417,44107,49640,10812,1329,95.15151,231,992,2030,103.0303
25025030200,0,3,3,4,0.2192513368983957,0.2281639928698752,1899,420000,0,287000,4,1,1,740,746,1019,25000,6.59,750.5,14,20,2,6,1,0,0,37,0,15,19,1,0,0,21,24,21,3,2,11,6,212,16,226,21,3,0,7,205,0,32,247,2010,1665,766,899,68,1413,184,1523,8,6,36,1,6,16,69,182,1044,182,132,26,17,4,1,2,862,551,276,28,7,0,0,0,2007-11,56082,11012,69412,43347,54770,5580,1085,92.12122,132,834,2071,81.21212
25025030400,0,1,5,1,0.23582995951417,0.23582995951417,1910,389000,68000,238400,4,1,1,750,765,1069.5,58500,18,750.5,14,19,4,27,1,0,0,108,0,9,38,1,1,0,44,46,44,1,5,1,13,455,21,475,20,1,1,6,444,0,33.3,495,2010,2451,1103,1348,106,2125,220,2253,13,5,74,0,6,22,78,268,1513,268,179,59,21,6,2,1,1245,819,344,73,9,0,0,0,2007-11,60603,11581,83625,65760,56733,9769,2711,245.4545,476,1869,2180,83.0303
25025030500,1,4,1,0,0.4038308060654429,0.2003192338387869,1915,488000,206000,288000,4,1,2,946,970,1127,75937.5,18.28,950.5,13,34,5,31,0,1,0,83,0,10,76,1,0,0,66,67,66,1,6,8,12,689,32,713,34,1,0,8,719,0,29.2,747,2010,2538,1199,1339,113,2154,271,2294,13,0,107,0,7,24,93,372,1457,372,264,71,28,9,0,0,1085,680,322,74,7,2,0,0,2007-11,98906,22273,136719,42270,71207,21935,1666,84.84849,659,690,2356,122.4242
25025040100,0,0,1,1,0.4713043478260869,0.1356521739130435,1900,460000,216000,300700,5,2,2,0,1093,1143,55100,13.56,1050.5,13,13,3,12,0,0,0,20,0,22,17,1,0,0,89,86,89,83,4,7,8,811,39,856,13,83,24,6,739,0,23,869,2010,2168,991,1177,237,1639,292,2052,11,2,46,0,1,15,41,451,1188,451,268,91,64,25,1,2,737,551,156,27,3,0,0,0,2007-11,127039,27832,159485,44750,115573,57487,1272,85.45454,701,571,1940,749.0909
25025040200,3,1,0,4,0.5137362637362637,0.1153846153846153,1892.5,469000,213000,339800,5,2,2,0,1101,1078,59100,15,1150.5,11,5,2,5,0,1,0,20,0,19,14,0,0,0,34,35,34,71,5,1,7,287,10,304,6,71,12,9,213,0,23.9,310,2010,1606,731,875,433,1008,165,861,224,2,130,0,15,23,351,362,663,362,132,89,73,45,16,7,301,236,53,5,4,0,2,1,2007-11,48026,10478,99615,18992,35000,18496,766,66.66666,361,353,775,171.5152
25025040300,3,1,6,9,0.5553772070626003,0.126270733012306,1885,380000,175000,286400,5,2,2,0,1049,1068.5,40000,11.51,1050.5,14,24,5,25,5,5,0,86,1,16,72,8,4,0,152,154,152,300,28,4,29,1306,60,1397,30,300,52,25,1018,4,20.3,1427,2010,3882,1822,2060,643,2949,290,3169,138,1,146,0,1,43,384,845,1894,845,401,230,148,54,10,2,1049,708,290,41,8,2,0,0,2007-11,115029,17003,117294,25326,72717,47810,2270,135.7576,1230,958,1941,150.303
25025040401,3,4,16,13,0.504524886877828,0.0950226244343891,1899,398000,180000,291650,5,1,2,0,1065,1024.5,60000,18.35,1050.5,13,9,0,10,2,0,0,19,0,3,27,4,0,0,56,53,56,79,9,5,9,507,21,541,10,79,13,3,442,0,21.4,551,2010,2439,1102,1337,403,1719,317,2002,50,4,203,1,5,30,144,558,1174,558,242,155,97,42,13,9,616,503,98,12,2,1,0,0,2007-11,73184,12143,117083,47729,55516,11135,1356,81.81818,494,836,1021,158.7879
25025040600,8,11,28,31,0.4411764705882353,0.1902761104441776,1885,390000,146500,295000,5,2,2,0,1131.5,1212,50000,11.59,1150.5,12,19,5,16,5,1,0,73,0,11,36,11,0,1,62,64,62,167,16,4,11,701,28,737,23,167,27,16,527,0,22.2,760,2010,2444,1177,1267,240,1961,243,2235,36,0,89,1,5,20,58,488,1238,488,262,126,73,18,6,3,750,479,222,38,9,1,1,0,2007-11,116042,45849,147112,20202,81474,21188,1715,116.3636,874,733,2747,212.7273
25025040801,2,1,11,14,0.4976700838769804,0.1472506989748369,1899,429397.5,182450,287400,4,2,1,0,945,1115.5,20000,5.61,950.5,16,9,6,20,4,2,0,181,0,7,35,7,1,0,59,60,59,2,11,4,13,851,25,892,12,2,0,0,899,0,25.4,904,2010,3900,1766,2134,729,2794,377,2139,305,9,720,8,35,71,613,903,1876,903,453,229,123,68,20,10,973,787,177,8,0,1,0,0,2007-11,37000,13920,168813,29393,18281,10313,2434,165.4545,759,1520,1078,99.39394
25025050101,5,24,21,33,0.4352078239608802,0.1784841075794621,1900,249000,83000,198000,10,2,4,1875,2097,789,25000,10.6,2050.5,11,17,7,13,18,10,0,24,0,16,50,44,6,0,62,65,62,80,40,12,23,399,33,475,32,80,106,187,117,1,38.1,507,2010,5115,2694,2421,1330,3414,371,1428,132,11,287,0,29,88,3140,1053,1713,1053,256,239,213,169,84,92,660,516,95,27,13,6,2,1,2007-11,33939,10191,84280,9152,27700,4045,2026,120.6061,430,1420,1361,102.4242
25025050200,7,18,26,18,0.3954685890834191,0.238928939237899,1900,280000,107000,215200,11,3,5,1800,2138,715,20000,9.18,2150.5,11,15,8,19,28,8,1,26,0,23,52,58,4,3,88,92,88,74,57,14,38,459,47,579,36,74,132,265,96,0,33,615,2010,5231,2736,2495,1332,3557,342,1353,135,8,129,1,96,82,3427,1148,1695,1148,276,289,281,150,70,82,547,373,105,31,19,12,5,2,2007-11,50733,7687,62083,11003,43750,9469,1910,152.7273,557,1254,1602,80
25025050300,23,20,50,53,0.2862903225806452,0.3427419354838709,1910,241600,0,169450,4,1,2,947,1800,938,36000,16.8,1850.5,14,7,3,3,2,2,0,45,0,6,14,6,0,0,14,15,14,2,7,2,11,111,7,130,8,2,11,38,62,0,31.2,138,2010,2251,1107,1144,517,1413,321,650,231,4,236,0,40,62,1028,464,973,464,161,123,94,57,17,12,509,419,55,21,9,1,3,1,2007-11,15907,2215,49861,65351,15331,2290,1605,109.697,102,1317,824,231.5152
25025050400,2,15,10,5,0.3677811550151976,0.2355623100303951,1900,254900,51000,198000,5,2,2,1215,1598,681,69000,32.56,1550.5,12,10,3,12,5,0,0,8,0,8,29,9,0,2,31,32,31,28,8,10,6,215,14,239,14,28,23,69,91,1,39.5,253,2010,2372,1317,1055,411,1738,223,935,66,5,63,0,52,47,1204,480,967,480,141,137,99,62,21,20,487,342,104,23,13,3,1,1,2007-11,48697,10450,88824,31532,41359,10604,1080,101.8182,209,842,1705,87.87878
25025050500,2,13,6,6,0.2872062663185378,0.3028720626631854,1905,205000,29000,158100,4,1,2,824,817,719.5,20000,11.43,850.5,11,7,1,6,6,1,0,24,0,4,12,12,2,1,21,21,21,1,7,7,6,159,8,176,11,1,1,28,134,0,31.6,187,2010,1857,1017,840,376,1364,117,710,29,0,48,0,43,31,996,381,659,381,104,98,85,46,22,26,278,178,61,21,6,8,3,1,2007-11,40625,12782,75208,15179,33873,5642,1113,73.93939,309,710,1898,89.69697
25025050600,5,4,13,8,0.3044354838709677,0.2923387096774194,1910,282399,0,214435,2,1,1,948,990,698,33000,13.79,950.5,10,17,2,15,12,1,0,200,0,27,36,27,0,2,81,83,81,9,21,17,21,468,26,528,25,9,23,80,385,0,28,553,2010,2063,1201,862,431,1481,151,523,40,5,45,0,44,32,1374,417,746,417,101,108,104,57,24,23,329,203,84,24,15,1,2,0,2007-11,56875,5542,56019,991,58275,13836,891,58.78788,118,697,1792,216.3636
25025050700,4,6,19,25,0.3310344827586207,0.2241379310344827,1900,279950,95000,220000,11,3,5,1551.5,2185,866,13000,4.46,2200.5,11,16,7,27,16,13,0,18,0,11,58,31,13,1,66,70,66,43,52,12,36,375,29,471,33,43,48,262,98,1,35.1,504,2010,4504,2526,1978,1011,3265,228,1225,82,5,86,0,154,46,2906,924,1455,924,211,213,243,140,64,53,531,292,130,56,32,16,4,1,2007-11,57566,13985,83869,24767,54730,16891,1810,138.7879,294,1395,1804,35.15152
25025050901,3,16,17,7,0.3788049605411499,0.2187147688838782,1900,280000,90000,224000,11,3,5,1819,2358,952.5,13372,8.77,2350.5,13,9,1,14,23,5,1,11,0,11,36,41,2,1,48,48,48,63,40,9,21,348,17,406,29,63,100,184,36,0,33.3,435,2010,4165,2239,1926,998,2923,244,1215,70,3,86,0,50,37,2704,877,1324,877,209,198,202,126,68,74,447,285,94,34,21,9,4,0,2007-11,51038,15748,76875,17072,34871,9074,1555,109.697,353,1091,1677,93.33334
25025051000,10,18,33,59,0.4989473684210526,0.1778947368421052,1910,289950,0,228750,8,2,4,2500,1958,867,1280,0.83,1950.5,12,12,9,13,11,5,1,20,0,16,42,18,4,4,26,26,26,71,20,7,13,272,24,314,22,71,98,76,55,3,44.6,336,2010,4089,1981,2108,838,2700,551,2216,98,7,121,1,27,47,1572,988,1670,988,364,256,216,92,34,26,682,559,91,25,2,5,0,0,2007-11,42301,16062,66181,17262,31397,6546,2000,103.0303,641,1251,1489,224.2424
25025051101,7,16,17,14,0.5105762217359592,0.1692195477753464,1920,295000,25000,228937,7,2,3,3600,1895,821,2600,0.58,1900.5,11,10,5,10,14,4,0,28,0,6,48,32,7,1,42,44,42,117,28,8,11,415,27,467,22,117,107,75,151,1,42.3,489,2010,6093,3006,3087,1345,3999,749,3189,328,13,228,1,70,89,2175,1422,2190,1422,463,368,316,153,65,57,768,547,152,38,22,8,1,0,2007-11,53750,12382,78399,18022,45417,22499,2829,280.606,947,1730,1198,146.0606
25025051200,9,10,29,14,0.4038245219347581,0.1788526434195725,1900,261000,2500,210250,6,2,3,1139,1474,738,41000,19,1550.5,11,4,6,17,9,4,0,27,0,12,47,13,3,1,47,49,47,54,18,9,21,321,19,374,14,54,50,80,157,5,32,388,2010,2379,1257,1122,400,1756,223,1349,59,4,52,0,50,43,822,509,1023,509,182,146,102,40,23,16,514,364,123,17,9,1,0,0,2007-11,46890,5731,71493,15291,43508,5494,1594,116.9697,415,1036,1943,260.606
25025060101,2,1,0,2,0.4506578947368421,0.1486842105263157,1905,350000,0,264000,5,1,2,1077,1079,1141,49412,14.79,1050.5,13,9,3,8,5,1,0,53,0,16,45,11,1,0,47,52,47,50,8,12,12,633,34,684,15,50,30,27,583,0,29.6,699,2010,3216,1542,1674,301,2475,440,3115,18,4,14,1,1,19,44,591,1575,591,303,145,98,36,6,3,984,643,228,88,23,2,0,0,2007-11,82500,15375,92647,10876,71759,17687,1810,89.69697,742,857,2233,194.5455
25025060200,0,1,0,1,0.4634433962264151,0.1415094339622641,1905,350000,0,280000,5,2,2,1021,1044,1335.5,35000,10.725,1050.5,11,1,3,5,0,0,0,25,0,11,21,2,0,0,22,22,22,28,3,2,19,329,18,370,1,28,24,15,301,0,31.8,371,2010,1916,866,1050,204,1499,213,1884,3,0,7,0,0,9,13,352,927,352,173,90,61,19,8,1,575,330,175,63,6,1,0,0,2007-11,90577,13336,111016,35549,87750,21260,1031,56.36364,486,423,2589,129.0909
25025060301,0,2,5,3,0.4410150891632373,0.1556927297668038,1900,349500,0,265525,4,2,2,1035.5,1054,1051,30400,10.065,1050.5,15,9,1,6,4,2,0,73,0,10,58,6,2,0,52,54,52,60,10,7,19,637,29,691,11,60,27,17,587,1,26.9,702,2010,3076,1419,1657,268,2377,431,2969,20,1,28,0,8,22,28,542,1540,542,287,132,71,36,13,3,998,622,267,91,16,2,0,0,2007-11,89318,13295,104125,22517,73870,33377,1750,130.303,885,821,2457,620
25025060400,6,3,4,7,0.4401794616151545,0.154037886340977,1900,340000,0,260000,4,2,2,1015.5,1034.5,1064.5,41000,14.31,1050.5,12,18,10,16,12,4,0,93,0,42,79,26,3,0,112,115,112,189,25,15,25,1012,49,1099,27,189,43,40,838,0,24,1126,2010,4904,2193,2711,425,3626,853,4626,50,5,85,2,2,44,90,827,2378,827,456,185,120,49,12,5,1551,992,402,115,34,5,3,0,2007-11,78220,15071,109125,16311,48250,15664,2534,157.5758,990,1365,2405,327.8788
25025060501,1,5,8,2,0.3773905652358691,0.1767955801104972,1905,340000,0,266000,4,2,2,978,1001,1101,38250,13.33,1050.5,14,23,8,27,6,4,0,124,0,26,150,17,3,0,90,94,90,88,18,17,32,943,49,1033,26,88,42,33,842,1,24.9,1059,2010,3571,1765,1806,305,3002,264,3343,22,2,99,1,5,27,72,611,1831,611,330,155,86,27,7,6,1220,722,354,126,18,0,0,0,2007-11,91630,14609,124718,17415,78973,10056,2160,129.0909,1142,844,1712,120.6061
25025060700,7,1,6,15,0,0,2006,485000,0,335000,5,3,2,1478,1478,NA,NA,NA,1450.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,100,1,2010,1893,770,1123,718,1064,111,354,381,1,185,0,37,58,877,473,617,473,132,126,105,46,30,34,144,137,5,1,1,0,0,0,2007-11,17592,3445,0,0,17592,3445,1112,143.0303,0,1074,657,106.0606
25025060800,2,1,6,5,0.3610648918469218,0.1846921797004991,1900,286500,66175,228000,4,1,2,903,912,1070,37000,14.115,950.5,12,37,15,37,20,14,0,101,0,62,158,37,10,5,142,148,142,175,48,19,37,1284,60,1394,54,175,37,35,1114,1,25.8,1448,2010,3964,1963,2001,341,3329,294,3577,39,6,183,1,11,41,106,643,2002,643,328,167,89,37,15,7,1359,804,419,104,26,5,1,0,2007-11,80000,13295,96429,5571,66724,26182,2445,158.1818,1173,813,2132,218.1818
25025061000,20,2,3,3,0.4259259259259259,0.137037037037037,1900,312500,1000,256800,4,1,2,881,910,1142,27000,8.8,950.5,13,4,1,3,4,3,0,31,0,5,18,8,0,1,17,22,17,26,7,2,7,301,10,320,7,26,11,7,278,0,16.5,327,2010,3098,1402,1696,854,2070,174,1284,464,3,342,0,49,61,895,717,1239,717,244,214,142,64,28,25,522,371,124,15,9,3,0,0,2007-11,26471,1925,79460,68909,21473,7997,1598,136.3636,531,893,571,96.36364
25025061101,10,1,5,19,0.1470588235294117,0.1764705882352941,1905.5,377500,64000,292500,5,2,2,1736,1562,319,70000,46.67,1550.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,7,1,10,0,0,3,0,5,0,40,10,2010,2232,983,1249,713,1348,171,449,467,7,313,2,9,50,935,582,982,582,243,171,99,45,15,9,400,363,28,5,3,1,0,0,2007-11,11956,5415,0,0,11956,5415,1218,89.69697,11,1148,396,88.48485
25025070402,30,35,48,48,0.275609756097561,0.2292682926829268,2002,379000,0,215000,2,1,0,1259,1002,2050,58246.5,31.085,1050.5,NA,3,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,8,3,0,0,0,6,0,18.2,11,2010,1723,765,958,365,919,439,110,221,2,1206,0,6,20,158,409,666,409,159,92,103,33,13,9,257,229,13,9,5,1,0,0,2007-11,15484,2116,0,0,15484,2116,1776,92.72727,61,1491,1465,332.1212
25025070600,1,1,1,2,0.4726530612244898,0.1771428571428571,1899,517500,285000,333700,4,1,2,976,1006,1040,90000,18.18,1050.5,14,8,2,23,1,1,0,16,0,3,33,2,1,0,87,89,87,33,9,7,12,679,38,736,9,33,55,10,626,2,23.2,745,2010,2240,1218,1022,233,1794,213,1838,91,3,130,1,15,48,114,408,1210,408,237,89,63,18,0,1,802,521,247,18,15,0,1,0,2007-11,87060,10942,97500,21927,75163,33075,1229,81.21212,803,347,2637,102.4242
25025070700,11,17,16,23,0.4358452138492871,0.1771894093686354,1899,539500,266000,338275,4,1,2,934,934,1095,75000,15.87,950.5,15,9,9,14,0,1,0,100,0,8,25,0,2,0,47,47,47,11,5,4,16,554,27,597,9,11,2,5,576,0,24.6,606,2010,2361,1132,1229,305,1844,212,1287,553,7,234,0,14,72,194,480,1238,480,266,117,63,24,8,2,758,539,174,33,10,2,0,0,2007-11,61190,21306,109732,111303,43732,6919,1628,141.8182,506,959,2000,462.4243
25025071101,38,20,39,66,0.4016768292682927,0.1516768292682926,1905,375000,139000,263150,4,1,2,875,866,1150,55500,17.74,850.5,11,18,10,14,1,1,0,100,0,21,53,3,2,0,71,75,71,25,13,15,26,741,20,795,20,25,2,7,750,0,25.9,815,2010,3753,2032,1721,293,3084,376,1837,593,17,670,1,38,84,513,499,2088,499,320,102,53,10,7,7,1589,1140,396,48,5,0,0,0,2007-11,44076,9516,78750,61316,23036,16317,2416,147.2727,753,1442,1256,112.1212
25025071201,6,7,11,25,0.3338557993730408,0.2163009404388714,1999,490000,0,312800,3,2,1,1177,1173,1031,96500,22.86,1150.5,13,15,5,5,1,0,0,99,0,8,48,3,0,0,39,39,39,2,4,5,10,317,19,340,15,2,0,1,335,0,34.1,355,2010,3131,1668,1463,560,2251,320,1218,592,7,476,4,18,58,758,583,1304,583,261,138,114,41,16,13,721,530,170,19,0,1,0,1,2007-11,37923,18474,117019,64430,17218,7665,1623,90.30303,437,1172,551,91.51515
25025080100,24,19,15,43,0.1739130434782608,0.3768115942028985,1890,350000,82500,200000,5,1,2,2205,2266,836,22000,8.07,2350.5,13,62,20,22,14,5,0,24,0,27,55,28,2,5,37,39,37,49,33,12,22,238,19,253,71,49,23,59,85,1,41.7,324,2010,3350,2226,1124,415,2748,187,516,1448,6,44,0,283,111,942,426,681,426,142,129,73,49,14,19,255,198,46,7,3,0,0,1,2007-11,40329,22885,85375,10152,15759,9365,781,54.54546,203,508,1303,71.51515
25025080300,19,20,29,42,0.3174224343675417,0.2195704057279236,1900,237981,35000,124000,7,2,3,2444,1896,657.5,-18100,-12.04,1950.5,8,16,14,16,14,8,0,29,0,28,24,26,7,0,24,27,24,27,28,6,22,157,14,199,28,27,27,44,66,2,37.9,227,2010,1769,756,1013,525,1098,146,83,1065,11,16,0,45,41,508,400,693,400,124,113,83,42,24,14,293,250,29,4,7,1,1,1,2007-11,23315,13931,71250,47784,16050,7596,991,70.30303,244,695,1143,252.1212
25025080401,20,28,22,78,0.1972972972972973,0.3027027027027027,1920,279500,0,200000,3,1,1,1330,1295,1204.5,69250,19.46,1350.5,10,18,9,6,2,2,0,41,0,20,14,8,0,1,10,10,10,1,9,5,4,131,9,138,20,1,4,5,107,0,43,158,2010,2710,1186,1524,700,1709,301,200,1349,16,66,0,15,80,984,670,1225,670,286,220,95,46,7,16,555,498,43,13,1,0,0,0,2007-11,13446,3867,69203,19935,11712,2483,1522,129.0909,113,1231,760,143.6364
25025080500,48,23,13,28,0.2216494845360824,0.2474226804123711,1890,336500,153750,239600,5,2,2,845,1164,905,66200,15.38,1150.5,9,2,2,8,7,0,0,1,0,5,11,10,0,3,22,20,22,43,8,4,9,129,12,156,6,43,5,24,72,1,36.4,162,2010,3096,1362,1734,948,1889,259,233,1369,2,99,1,13,50,1329,763,1269,763,295,218,141,62,28,19,506,408,52,32,12,2,0,0,2007-11,16136,7200,59087,88860,14964,7273,1602,139.3939,28,1498,791,233.9394
25025080601,5,11,23,58,0.2391304347826087,0.2732919254658385,1990,201950,0,135200,4,1,2,1110.5,1081,974,54840,42.21,1050.5,11,5,1,4,0,1,0,10,0,53,13,1,2,2,14,14,14,9,2,4,3,126,11,141,5,9,6,5,101,0,45.9,146,2010,4271,2048,2223,492,3687,92,2146,850,12,385,0,45,90,743,388,882,388,126,115,85,35,16,11,494,293,74,58,56,10,2,1,2007-11,21422,9314,56579,36848,18862,4287,919,56.9697,105,696,588,347.8788
25025080801,35,4,7,33,0,0.2033898305084746,1988,195500,97500,88625,7,2,4.5,1697,1697,310,41000,29.17,1650.5,11,1,1,2,1,0,0,0,0,1,5,2,0,2,3,3,3,0,1,2,0,13,0,14,2,0,3,0,9,0,37.5,16,2010,3885,1916,1969,770,2928,187,1258,791,19,386,0,12,74,1345,567,927,567,177,150,115,53,42,30,360,247,37,28,30,9,5,4,2007-11,15994,3203,45764,60236,15817,2763,1161,115.7576,0,1141,451,136.9697
25025080900,14,3,17,13,0.1957894736842105,0.4210526315789473,1900,540000,66000,360000,9,3,4,2000,2664,959.5,134500,30.59,2650.5,14,34,3,10,1,0,0,25,0,3,17,1,0,1,30,32,30,51,16,27,14,185,27,234,35,51,16,94,62,4,37.5,269,2010,4008,2123,1885,206,3531,271,2601,329,5,660,4,8,88,313,323,1686,323,171,66,48,18,14,6,1363,632,227,186,231,58,25,4,2007-11,36450,7939,30375,45699,37955,9349,1624,89.69697,67,1437,2287,314.5454
25025081001,26,7,39,43,0.1367647058823529,0.3352941176470588,1910,322075,118000,231800,5,1,2,1154,1148,960,55000,17.64,1150.5,13,19,5,8,3,0,0,18,0,15,26,3,0,0,51,53,51,8,13,17,19,291,24,340,24,8,27,73,217,2,30.2,364,2010,4890,2304,2586,662,3632,596,2180,684,19,920,3,14,120,950,814,2234,814,380,227,126,58,13,10,1420,875,247,164,101,22,9,2,2007-11,28932,9090,88239,69460,26287,8234,2485,209.0909,58,2364,1558,108.4848
25025081200,7,10,8,16,0.4318181818181818,0.2102272727272727,1900,290000,0,225225,6,1,3,2117,1387,590.5,45000,13.51,1350.5,12,5,1,7,5,0,0,33,0,3,12,8,0,0,22,24,22,49,7,1,4,155,6,164,9,49,7,21,81,0,45.7,173,2010,3265,1449,1816,1040,1945,280,393,962,3,83,0,17,87,1720,741,1125,741,186,207,179,96,38,35,384,282,47,38,11,2,1,3,2007-11,18198,5850,126190,10367,15935,3927,1378,89.09091,254,1071,394,61.81818
25025081400,20,15,39,36,0.3301805674978504,0.1607910576096302,1905,261500,0,199600,6,2,3,1560,1421,920,34375,10.95,1550.5,9,17,7,22,8,1,1,67,0,19,33,18,2,22,37,37,37,42,25,17,20,350,24,412,24,42,48,54,211,9,42.9,436,2010,3003,1531,1472,523,2143,337,685,1516,18,92,0,18,88,586,582,1300,582,222,173,95,56,15,21,718,479,141,58,29,8,2,1,2007-11,46919,8014,76076,29997,40214,10087,1429,76.9697,527,732,1346,103.6364
25025081500,20,8,12,30,0.4376039933444259,0.1497504159733777,1920,252000,0,205640,6,2,3,1693,1506,792.5,-27994,-13.15,1550.5,11,18,4,10,12,4,0,23,0,48,32,26,3,4,28,31,28,40,35,9,15,238,16,285,28,40,25,35,176,11,40.6,313,2010,2134,955,1179,489,1451,194,177,1329,9,25,2,25,51,516,493,839,493,179,143,90,44,25,12,346,274,43,15,7,5,1,1,2007-11,27417,21354,57234,8668,21206,4658,1069,132.1212,471,543,1199,431.5151
25025081700,36,25,60,52,0.3934169278996865,0.1551724137931034,1905,270000,78000,191000,7,2,4,2500,2121,514,-26000,-9.335,2150.5,10,28,9,21,22,11,0,24,0,41,20,51,8,3,44,44,44,66,49,16,12,260,16,310,43,66,68,58,105,18,40.2,353,2010,3820,1700,2120,1067,2290,463,74,2725,18,58,1,37,125,782,933,1473,933,342,232,182,104,39,34,540,463,61,8,4,1,1,2,2007-11,35589,8541,79028,26059,26860,12393,2127,229.0909,564,1500,762,135.7576
25025081800,26,9,34,41,0.4339869281045752,0.1607843137254902,1905,249500,47000,174300,7,2,3,2820,2175,407,-35204,-12.1,2250.5,8,24,19,35,23,12,0,42,0,31,45,50,6,2,65,66,65,65,59,22,23,305,17,379,47,65,72,78,123,5,39.2,426,2010,2898,1327,1571,766,1889,243,78,1879,13,39,4,51,98,736,674,1139,674,243,179,112,75,34,31,465,390,52,9,9,4,1,0,2007-11,41471,9095,51700,14579,19789,13552,1533,124.2424,612,761,796,183.6364
25025081900,19,27,46,61,0.3956442831215971,0.2450090744101633,1905,266000,14000,201400,10,3,5,3505,3121,889,0,0,3250.5,9,17,3,17,16,5,0,8,0,14,19,29,2,2,21,23,21,12,35,6,5,159,27,201,31,12,42,73,63,1,41.4,232,2010,3115,1327,1788,823,1964,328,68,2046,16,18,0,45,94,828,778,1256,778,275,238,149,66,25,25,478,426,35,10,2,3,2,0,2007-11,37004,9926,71250,54146,31633,4628,1724,203.6364,437,1092,978,234.5455
